         17039216 function calls (16064202 primitive calls) in 117.497 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     4173    0.004    0.000    0.022    0.000 core.py:665(_get_physical_type_id)
      814    0.022    0.000    0.022    0.000 {built-in method _abc._abc_init}
78776/78763    0.019    0.000    0.021    0.000 {method 'join' of 'str' objects}
      264    0.000    0.000    0.021    0.000 array.py:218(_g_open)
        1    0.000    0.000    0.021    0.021 file.py:1(<module>)
        1    0.000    0.000    0.021    0.021 ansi.py:1(<module>)
3668/2264    0.004    0.000    0.021    0.000 core.py:1965(__call__)
     6532    0.021    0.000    0.021    0.000 {method 'repeat' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.021    0.021 ecsv.py:2(<module>)
        1    0.000    0.000    0.020    0.020 hub.py:1(<module>)
      176    0.002    0.000    0.020    0.000 sample.py:158(lnp)
        1    0.000    0.000    0.020    0.020 oinspect.py:2(<module>)
      140    0.000    0.000    0.020    0.000 metadata.py:526(read_text)
     2763    0.002    0.000    0.020    0.000 <frozen importlib._bootstrap_external>:491(_get_cached)
        2    0.000    0.000    0.020    0.010 auto.py:1(<module>)
      264    0.016    0.000    0.020    0.000 {method '_open_array' of 'tables.hdf5extension.Array' objects}
   156878    0.020    0.000    0.020    0.000 {built-in method _operator.index}
        1    0.000    0.000    0.020    0.020 meta.py:1(<module>)
      138    0.000    0.000    0.020    0.000 managers.py:946(take)
    45730    0.014    0.000    0.020    0.000 typechecks.py:8(is_int)
        4    0.000    0.000    0.020    0.005 __init__.py:28(__getattr__)
        2    0.000    0.000    0.020    0.010 realizations.py:24(__getattr__)
        1    0.000    0.000    0.020    0.020 _axes.py:46(Axes)
     2378    0.001    0.000    0.020    0.000 <__array_function__ internals>:177(prod)
      660    0.001    0.000    0.019    0.000 group.py:369(_g_check_has_child)
       31    0.004    0.000    0.019    0.001 __init__.py:761(_rc_params_in_file)
        1    0.000    0.000    0.019    0.019 connect.py:64(__call__)
    46950    0.019    0.000    0.019    0.000 {method 'split' of 'str' objects}
      135    0.000    0.000    0.019    0.000 core.py:2458(def_unit)
      132    0.001    0.000    0.019    0.000 accessor.py:1871(decode)
        1    0.000    0.000    0.019    0.019 axis3d.py:5(<module>)
      140    0.000    0.000    0.019    0.000 pathlib.py:1262(read_text)
9409/8151    0.005    0.000    0.019    0.000 core.py:2342(decompose)
     1357    0.003    0.000    0.019    0.000 typing.py:739(__init__)
  816/561    0.000    0.000    0.019    0.000 typing.py:352(__getitem__)
        4    0.000    0.000    0.019    0.005 defaults.py:1(<module>)
      660    0.019    0.000    0.019    0.000 {method '_g_get_objinfo' of 'tables.hdf5extension.Group' objects}
        1    0.000    0.000    0.019    0.019 Flowsclass_dev.py:423(load_model)
        2    0.000    0.000    0.019    0.009 indexing.py:1(<module>)
     2967    0.002    0.000    0.019    0.000 posixpath.py:373(abspath)
      378    0.003    0.000    0.019    0.000 group.py:660(proxy)
      2/1    0.000    0.000    0.019    0.019 core.py:158(read)
        1    0.000    0.000    0.019    0.019 ecsv.py:12(read_ecsv)
      402    0.001    0.000    0.019    0.000 frame.py:608(__init__)
        1    0.000    0.000    0.018    0.018 ioloop.py:1(<module>)
        1    0.000    0.000    0.018    0.018 datapipe.py:1(<module>)
        1    0.003    0.003    0.018    0.018 {built-in method torch._C._initExtension}
      193    0.001    0.000    0.018    0.000 core.py:129(__init__)
        2    0.000    0.000    0.018    0.009 core.py:37(_list_available)
        1    0.000    0.000    0.018    0.018 lines.py:1(<module>)
       66    0.000    0.000    0.018    0.000 pytables.py:1922(close)
      264    0.002    0.000    0.018    0.000 series.py:342(__init__)
     2335    0.018    0.000    0.018    0.000 {method 'sub' of 're.Pattern' objects}
       66    0.000    0.000    0.018    0.000 pytables.py:739(close)
        1    0.000    0.000    0.018    0.018 arraylike.py:1(<module>)
        3    0.000    0.000    0.018    0.006 datetimes.py:1(<module>)
       66    0.000    0.000    0.018    0.000 file.py:2631(close)
    41303    0.017    0.000    0.017    0.000 {method 'expandtabs' of 'str' objects}
        2    0.000    0.000    0.017    0.009 comm.py:1(<module>)
        1    0.000    0.000    0.017    0.017 scheme.py:25(<module>)
        1    0.000    0.000    0.017    0.017 widget_float.py:1(<module>)
      250    0.001    0.000    0.017    0.000 base.py:709(_with_infer)
        4    0.002    0.000    0.017    0.004 libutils.py:124(get_libpath_from_dirlist)
        2    0.000    0.000    0.017    0.009 text.py:1(<module>)
        1    0.000    0.000    0.017    0.017 textpath.py:1(<module>)
     2378    0.002    0.000    0.017    0.000 fromnumeric.py:2927(prod)
        1    0.000    0.000    0.017    0.017 quiver.py:1(<module>)
        1    0.000    0.000    0.017    0.017 connect.py:57(__call__)
        1    0.000    0.000    0.017    0.017 connect.py:13(io_read)
        1    0.000    0.000    0.017    0.017 describe.py:1(<module>)
        1    0.000    0.000    0.017    0.017 ui.py:269(read)
      561    0.001    0.000    0.017    0.000 typing.py:434(Union)
        1    0.000    0.000    0.017    0.017 flow.py:431(load_model)
    83780    0.017    0.000    0.017    0.000 {built-in method torch._C._has_torch_function}
      192    0.001    0.000    0.016    0.000 core.py:352(_handle_special_methods)
     2513    0.001    0.000    0.016    0.000 <frozen importlib._bootstrap_external>:1077(path_stats)
     1613    0.002    0.000    0.016    0.000 inspect.py:693(getsourcefile)
        1    0.000    0.000    0.016    0.016 realnvp.py:2(<module>)
        1    0.000    0.000    0.016    0.016 Image.py:27(<module>)
      216    0.007    0.000    0.016    0.000 artist.py:1371(<listcomp>)
        2    0.000    0.000    0.016    0.008 subprocess.py:756(__init__)
     6538    0.016    0.000    0.016    0.000 {built-in method torch.as_tensor}
        2    0.001    0.000    0.016    0.008 subprocess.py:1661(_execute_child)
      138    0.000    0.000    0.016    0.000 managers.py:691(reindex_indexer)
        6    0.000    0.000    0.016    0.003 coupling.py:114(create_transform)
        6    0.000    0.000    0.016    0.003 coupling.py:435(__init__)
        2    0.000    0.000    0.016    0.008 interval.py:1(<module>)
       26    0.000    0.000    0.016    0.001 _jit_internal.py:745(_check_overload_body)
    10108    0.016    0.000    0.016    0.000 {method 'search' of 're.Pattern' objects}
       26    0.000    0.000    0.016    0.001 _sources.py:95(parse_def)
    27725    0.009    0.000    0.016    0.000 enum.py:358(__call__)
        6    0.000    0.000    0.015    0.003 coupling.py:24(__init__)
        1    0.000    0.000    0.015    0.015 kernelbase.py:1(<module>)
      146    0.015    0.000    0.015    0.000 {built-in method posix.open}
      115    0.001    0.000    0.015    0.000 codegen.py:27(make_function_with_signature)
      264    0.000    0.000    0.015    0.000 group.py:285(_g_get_child_leaf_class)
      101    0.008    0.000    0.015    0.000 enum.py:179(__new__)
      140    0.000    0.000    0.015    0.000 pathlib.py:1246(open)
      378    0.007    0.000    0.015    0.000 group.py:348(__getitem__)
       66    0.003    0.000    0.015    0.000 core.py:2400(_add_prefixes)
        2    0.000    0.000    0.015    0.007 core.py:193(read_style_directory)
   263419    0.015    0.000    0.015    0.000 {method 'append' of 'list' objects}
        1    0.000    0.000    0.015    0.015 _minimize.py:1(<module>)
      264    0.015    0.000    0.015    0.000 {method '_g_get_lchild_attr' of 'tables.hdf5extension.Group' objects}
1101/1091    0.001    0.000    0.015    0.000 core.py:779(__truediv__)
        1    0.000    0.000    0.015    0.015 server_process_global_profiler.py:3(<module>)
     5669    0.013    0.000    0.015    0.000 <frozen importlib._bootstrap>:87(acquire)
        1    0.000    0.000    0.015    0.015 fk5.py:4(<module>)
     3058    0.010    0.000    0.015    0.000 posixpath.py:334(normpath)
       29    0.000    0.000    0.015    0.001 __init__.py:839(rc_params_from_file)
        3    0.000    0.000    0.014    0.005 activation.py:1(<module>)
5185/4057    0.002    0.000    0.014    0.000 core.py:2162(decompose)
      644    0.000    0.000    0.014    0.000 {built-in method builtins.next}
        1    0.000    0.000    0.014    0.014 core.py:1318(read)
      140    0.000    0.000    0.014    0.000 pathlib.py:1118(_opener)
      189    0.005    0.000    0.014    0.000 __init__.py:345(namedtuple)
        1    0.000    0.000    0.014    0.014 array_ops.py:1(<module>)
       26    0.000    0.000    0.014    0.001 _sources.py:9(get_source_lines_and_file)
        1    0.000    0.000    0.014    0.014 _hypotests.py:1(<module>)
       66    0.001    0.000    0.014    0.000 concat.py:389(__init__)
        2    0.000    0.000    0.014    0.007 basic.py:2(<module>)
  870/869    0.001    0.000    0.014    0.000 core.py:813(__mul__)
      980    0.014    0.000    0.014    0.000 {method 'findall' of 're.Pattern' objects}
        1    0.000    0.000    0.014    0.014 base_events.py:1(<module>)
     5669    0.008    0.000    0.014    0.000 <frozen importlib._bootstrap>:166(_get_module_lock)
       26    0.000    0.000    0.013    0.001 inspect.py:997(getsourcelines)
        4    0.000    0.000    0.013    0.003 connect.py:4(<module>)
     8920    0.004    0.000    0.013    0.000 fnmatch.py:25(fnmatch)
       92    0.000    0.000    0.013    0.000 base.py:6075(get_indexer_for)
      382    0.002    0.000    0.013    0.000 _util.py:343(getfullargspec_no_self)
       20    0.000    0.000    0.013    0.001 _jit_internal.py:768(_overload)
       36    0.000    0.000    0.013    0.000 dataclasses.py:1012(wrap)
        1    0.000    0.000    0.013    0.013 convenience.py:3(<module>)
       36    0.001    0.000    0.013    0.000 dataclasses.py:809(_process_class)
        1    0.000    0.000    0.013    0.013 si.py:3(<module>)
      142    0.000    0.000    0.013    0.000 _multivariate.py:1456(logpdf)
        1    0.000    0.000    0.013    0.013 quantity.py:3(<module>)
       20    0.000    0.000    0.013    0.001 table.py:659(__init__)
        1    0.000    0.000    0.013    0.013 ioloop.py:16(<module>)
       66    0.000    0.000    0.012    0.000 construction.py:423(dict_to_mgr)
        1    0.000    0.000    0.012    0.012 diff.py:2(<module>)
     1263    0.010    0.000    0.012    0.000 sre_compile.py:292(_optimize_charset)
       66    0.000    0.000    0.012    0.000 group.py:872(_f_close)
       92    0.002    0.000    0.012    0.000 managers.py:776(_slice_take_blocks_ax0)
      161    0.000    0.000    0.012    0.000 _decorators.py:508(__call__)
      438    0.010    0.000    0.012    0.000 {built-in method builtins.eval}
        1    0.000    0.000    0.012    0.012 secrets.py:1(<module>)
        3    0.000    0.000    0.012    0.004 context.py:1(<module>)
        2    0.000    0.000    0.012    0.006 datetimelike.py:1(<module>)
      257    0.001    0.000    0.012    0.000 _decorators.py:391(decorator)
        1    0.000    0.000    0.012    0.012 bbh_models.py:72(get_model_keys_CE)
     6532    0.012    0.000    0.012    0.000 {method 'numpy' of 'torch._C._TensorBase' objects}
       66    0.000    0.000    0.012    0.000 group.py:855(_g_close_descendents)
     9513    0.006    0.000    0.012    0.000 inspect.py:494(unwrap)
     5132    0.007    0.000    0.012    0.000 {method 'sort' of 'list' objects}
       66    0.001    0.000    0.012    0.000 file.py:511(close_subtree)
     1002    0.000    0.000    0.012    0.000 base.py:7320(ensure_index)
        1    0.000    0.000    0.012    0.012 distributions.py:1(<module>)
       20    0.000    0.000    0.012    0.001 table.py:1160(_init_from_list)
      403    0.007    0.000    0.012    0.000 doccer.py:180(indentcount_lines)
    19606    0.009    0.000    0.012    0.000 <frozen importlib._bootstrap_external>:123(<listcomp>)
        1    0.000    0.000    0.012    0.012 series.py:1(<module>)
        1    0.000    0.000    0.012    0.012 __init__.py:7(<module>)
        1    0.000    0.000    0.012    0.012 codegen.py:3(<module>)
        2    0.000    0.000    0.012    0.006 serialization.py:1(<module>)
        1    0.000    0.000    0.012    0.012 named_commands.py:1(<module>)
     6978    0.012    0.000    0.012    0.000 {built-in method numpy.zeros}
        2    0.000    0.000    0.012    0.006 sample.py:1(<module>)
        1    0.000    0.000    0.011    0.011 concurrent.py:15(<module>)
        1    0.000    0.000    0.011    0.011 loader.py:2(<module>)
        6    0.000    0.000    0.011    0.002 coupling.py:76(create_net)
        6    0.000    0.000    0.011    0.002 resnet.py:58(__init__)
        1    0.000    0.000    0.011    0.011 ecsv.py:107(get_cols)
        1    0.000    0.000    0.011    0.011 introspection.py:3(<module>)
       92    0.000    0.000    0.011    0.000 base.py:4361(reindex)
       69    0.000    0.000    0.011    0.000 widget.py:277(register)
     2689    0.002    0.000    0.011    0.000 <frozen importlib._bootstrap>:203(_lock_unlock_module)
        1    0.000    0.000    0.011    0.011 hashing.py:1(<module>)
      139    0.000    0.000    0.011    0.000 metadata.py:113(_from_text)
    45724    0.011    0.000    0.011    0.000 {method 'ndimension' of 'torch._C._TensorBase' objects}
        1    0.000    0.000    0.011    0.011 log.py:15(<module>)
       66    0.000    0.000    0.011    0.000 concat.py:631(_get_new_axes)
        1    0.000    0.000    0.011    0.011 _meta_registrations.py:1(<module>)
     1633    0.001    0.000    0.011    0.000 genericpath.py:16(exists)
     3766    0.002    0.000    0.011    0.000 <frozen importlib._bootstrap_external>:1346(_path_importer_cache)
        5    0.000    0.000    0.010    0.002 rnn.py:1(<module>)
        1    0.000    0.000    0.010    0.010 expressions.py:1(<module>)
       69    0.000    0.000    0.010    0.000 traitlets.py:1620(class_traits)
       66    0.000    0.000    0.010    0.000 concat.py:633(<listcomp>)
    47126    0.010    0.000    0.010    0.000 {built-in method builtins.iter}
        1    0.000    0.000    0.010    0.010 meta.py:385(get_header_from_yaml)
      122    0.000    0.000    0.010    0.000 linecache.py:36(getlines)
    17507    0.010    0.000    0.010    0.000 fromnumeric.py:70(<dictcomp>)
        1    0.000    0.000    0.010    0.010 ewm.py:1(<module>)
       73    0.000    0.000    0.010    0.000 linecache.py:80(updatecache)
        1    0.000    0.000    0.010    0.010 __init__.py:74(load)
        1    0.000    0.000    0.010    0.010 _add_newdocs_scalars.py:1(<module>)
        1    0.000    0.000    0.010    0.010 _linprog.py:1(<module>)
        1    0.000    0.000    0.010    0.010 _script.py:1(<module>)
        1    0.000    0.000    0.010    0.010 constructor.py:47(get_single_data)
      264    0.001    0.000    0.010    0.000 file.py:480(_close_nodes)
       19    0.000    0.000    0.010    0.001 _distn_infrastructure.py:3158(__init__)
     5026    0.004    0.000    0.010    0.000 <frozen importlib._bootstrap_external>:127(_path_split)
      132    0.001    0.000    0.010    0.000 accessor.py:255(_wrap_result)
        1    0.000    0.000    0.010    0.010 check.py:1(<module>)
        2    0.000    0.000    0.010    0.005 __init__.py:15(<module>)
        1    0.000    0.000    0.010    0.010 serialization.py:607(load)
     1241    0.001    0.000    0.010    0.000 re.py:203(sub)
        3    0.000    0.000    0.010    0.003 concat.py:1(<module>)
     2645    0.005    0.000    0.010    0.000 functools.py:35(update_wrapper)
       11    0.000    0.000    0.010    0.001 version.py:1(<module>)
        1    0.000    0.000    0.010    0.010 cursor_shapes.py:1(<module>)
     2185    0.003    0.000    0.010    0.000 inspect.py:545(_finddoc)
    23113    0.004    0.000    0.010    0.000 sre_parse.py:255(get)
      764    0.006    0.000    0.010    0.000 {pandas._libs.lib.maybe_convert_objects}
        2    0.000    0.000    0.010    0.005 auto_suggest.py:1(<module>)
        1    0.000    0.000    0.010    0.010 logarithmic.py:3(<module>)
        1    0.000    0.000    0.010    0.010 _interpolate.py:1(<module>)
     1339    0.001    0.000    0.010    0.000 __init__.py:625(__setitem__)
     8794    0.005    0.000    0.010    0.000 typing.py:713(__setattr__)
      514    0.001    0.000    0.010    0.000 base.py:7439(_maybe_cast_data_without_dtype)
        1    0.000    0.000    0.009    0.009 path.py:2(<module>)
     2764    0.002    0.000    0.009    0.000 <frozen importlib._bootstrap_external>:1509(_get_spec)
        1    0.000    0.000    0.009    0.009 index_tricks.py:1(<module>)
       26    0.001    0.000    0.009    0.000 inspect.py:986(getblock)
        1    0.000    0.000    0.009    0.009 platform.py:3(<module>)
      531    0.002    0.000    0.009    0.000 sre_compile.py:560(_compile_info)
     2772    0.001    0.000    0.009    0.000 attributeset.py:184(_v_node)
      125    0.000    0.000    0.009    0.000 _distn_infrastructure.py:690(_attach_argparser_methods)
        1    0.000    0.000    0.009    0.009 rcmod.py:1(<module>)
        1    0.000    0.000    0.009    0.009 composer.py:29(get_single_node)
        1    0.000    0.000    0.009    0.009 __init__.py:11(<module>)
        1    0.000    0.000    0.009    0.009 table.py:9(<module>)
      125    0.001    0.000    0.009    0.000 _distn_infrastructure.py:704(_construct_argparser)
        1    0.000    0.000    0.009    0.009 py3k.py:1(<module>)
        1    0.000    0.000    0.009    0.009 composer.py:50(compose_document)
    152/1    0.000    0.000    0.009    0.009 composer.py:63(compose_node)
        1    0.000    0.000    0.009    0.009 physical.py:3(<module>)
        2    0.000    0.000    0.009    0.004 column.py:3(<module>)
     2827    0.004    0.000    0.009    0.000 typing.py:137(_type_check)
        1    0.000    0.000    0.009    0.009 fftw.py:1(<module>)
      106    0.000    0.000    0.009    0.000 _distn_infrastructure.py:1958(_attach_methods)
        1    0.000    0.000    0.009    0.009 process.py:2(<module>)
        1    0.000    0.000    0.009    0.009 document.py:1(<module>)
        1    0.000    0.000    0.009    0.009 _root.py:1(<module>)
      122    0.000    0.000    0.009    0.000 table.py:1179(_convert_data_to_col)
     32/1    0.000    0.000    0.009    0.009 composer.py:117(compose_mapping_node)
      408    0.001    0.000    0.009    0.000 typing.py:832(__getitem__)
      336    0.001    0.000    0.009    0.000 <frozen importlib._bootstrap_external>:1333(_path_hooks)
       11    0.000    0.000    0.009    0.001 magic_arguments.py:233(__call__)
     4473    0.003    0.000    0.009    0.000 {built-in method builtins.any}
       36    0.000    0.000    0.009    0.000 dataclasses.py:998(dataclass)
       11    0.000    0.000    0.009    0.001 magic_arguments.py:171(construct_parser)
       66    0.000    0.000    0.009    0.000 concat.py:648(_get_concat_axis)
      384    0.009    0.000    0.009    0.000 {built-in method builtins.compile}
        1    0.000    0.000    0.009    0.009 typeshed.py:1(<module>)
     1338    0.002    0.000    0.009    0.000 tokenize.py:429(_tokenize)
        1    0.000    0.000    0.009    0.009 __init__.py:2242(class_factory)
     2772    0.001    0.000    0.008    0.000 attributeset.py:181(_g_getnode)
        3    0.000    0.000    0.008    0.003 history.py:1(<module>)
       32    0
